LastChange,Title,Developer,Reviews,Price,Discount,ProtonDB,Status,Publisher
"May 15, 2025",Fealty,"Legacy Gameworks, ToddMakesGames",,$2.99,-40%,,Playable,N/A
"May 15, 2025",Egregore,Team Egregore,70%,Free,,,Playable,N/A
"May 15, 2025",Yes My Lord,Doubles Core,97%,$14.99,,,Playable,N/A
"May 15, 2025",Psycho Fear,"Dark Panda, Dark Panda, Equinox Games, Equinox Games",78%,$9.99,,,Playable,N/A
"May 14, 2025",Shadows of Kurgansk,Yadon Studio,65%,$5.99,,,Playable,N/A
"May 14, 2025",Dragonkin: The Banished,Eko Software,61%,$24.99,,,Playable,N/A
"May 14, 2025",chess,chess,38%,,,,Verified,N/A
"May 14, 2025",Tainted Grail: The Fall of Avalon,"Awaken Realms Digital, Questline",87%,$44.99,,,Verified,N/A
"May 14, 2025",Hunting in Ancient Asia,Thoth Technology Ltd.,,,,,Unsupported,N/A
"May 14, 2025",Maze Mice,TrampolineTales,97%,$9.99,,,Verified,N/A
"May 14, 2025",Time Travel VR,Te,,,,,Unsupported,N/A
"May 14, 2025",Fantasy Smith VR,岡本3海苔,38%,,,,Unsupported,N/A
"May 14, 2025",Together in Between,Vellichor Games,62%,$6.99,,,Playable,N/A
"May 14, 2025",PolyPine,Cloudberry Pine,94%,$8.99,,,Playable,N/A
"May 14, 2025",Last Epoch,Eleventh Hour Games,79%,$34.99,,,Verified,N/A
"May 14, 2025",Destroy All Humans!,"Black Forest Games, Pandemic Studios",92%,$29.99,,,Unsupported,N/A
"May 14, 2025",Breathedge,RedRuins Softworks,82%,$24.99,,,Unsupported,N/A
"May 14, 2025",Iron Power,Duang Network,,,,,Unsupported,N/A
"May 14, 2025",SAVE,Influsion Inc.,56%,$11.99,,,Playable,N/A
"May 14, 2025",Anoxia Station,Yakov Butuzoff,80%,$14.99,,,Playable,N/A
"May 14, 2025",Emissary Zero,Rone Vine,81%,$8.99,,,Playable,N/A
"May 14, 2025",Watch This!,GK,71%,,,,Verified,N/A
"May 14, 2025",Emi - New Beginning,"CellStudios, Wizard++",93%,$1.99,,,Unsupported,N/A
"May 14, 2025",gogh: Focus with Your Avatar,"ambr, ambr, Inc.",90%,$11.99,,,Playable,N/A
"May 14, 2025",New Lands 2 Collector's Edition,Workroom7,58%,$0.74,-85%,,Playable,N/A
"May 14, 2025",Secret Summer,"SuperWriter, SuperWriter Games LLC",86%,$14.99,,,Playable,N/A
"May 14, 2025",Dawnmaker,Arpentor Studio,93%,$9.89,-34%,,Playable,N/A
"May 14, 2025",Oddventure,Infamous Rabbit,84%,$14.99,,,Verified,N/A
"May 14, 2025",Ranocta,joversound,91%,Free,,,Playable,N/A
"May 14, 2025",Astatos,Studio Klondike Australia,81%,$14.99,,,Playable,N/A
"May 14, 2025",Synergy,Synergy Team,89%,Free,,,Playable,N/A
"May 14, 2025",Forever Skies,Far From Home,80%,$29.99,,,Playable,N/A
"May 14, 2025",CuckTales 🐓🌈,Late Night Studios,78%,$9.99,,,Playable,N/A
"May 14, 2025",StoneStory,DJAC MOTOR PARTS LIMITED,30%,Free,,,Playable,N/A
"May 14, 2025",Arhaekon,Predict Edumedia,91%,$14.99,,,Playable,N/A
"May 14, 2025",三国志•霸业天下,三国志•霸业天下,96%,,,,Unsupported,N/A
"May 14, 2025",BATTLE THUNDER FRONT 《战雷前线》,Two Thousand and one entertainment studios,,Free,,,Unsupported,N/A
"May 14, 2025",Frostrain,STEWDIO,93%,Free,,,Playable,N/A
"May 14, 2025",After the Inferno,Classy Lemon,91%,,,,Unsupported,N/A
"May 14, 2025",Microtopia: Prologue,Cordyceps Collective,94%,Free,,,Playable,N/A
"May 14, 2025",Plus One Percent,IdleClick Games,,$1.99,,,Playable,N/A
"May 14, 2025",Darkwater,Targon Studios,80%,$9.99,,,Playable,N/A
"May 14, 2025",Nordhold: Origins,StunForge,94%,,,,Playable,N/A
"May 14, 2025",IVRI,Noah Hutch,78%,Free,,,Playable,N/A
"May 14, 2025",Bump in the Night,Elzolabs,100%,$14.99,,,Playable,N/A
"May 14, 2025",SWAT Commander: Prologue,"Red Mountain Games, Ritual Interactive",54%,Free,,,Playable,N/A
"May 14, 2025",三国群英志,群雄争霸,93%,,,,Unsupported,N/A
"May 14, 2025",REKA,Emberstorm Entertainment,84%,$19.99,,,Unsupported,N/A
"May 14, 2025",The Veiled Ones,Veiled Ones Team,73%,Free,,,Unsupported,N/A
"May 14, 2025",Heroes & Redemption,Observer Games,80%,Free,,,Playable,N/A
"May 14, 2025",Vythzkel of City Dinasty,"Alain jaffrelot, S2EngineHD, Winordz inc",,Free,,,Unsupported,N/A
"May 13, 2025",Deisim,"Myron Games, Myron Software",92%,$14.99,,,Verified,N/A
"May 13, 2025",Crashlands 2,Butterscotch Shenanigans,85%,$24.99,,,Verified,N/A
"May 13, 2025",Flavors of Desires,artoonu,91%,$12.99,,,Verified,N/A
"May 13, 2025",Cosmobreeder Yiffai,KEMOSHOCO,82%,$14.99,,,Verified,N/A
"May 13, 2025",Devil's Derby,Elliott Ayling,,$6.99,,,Verified,N/A
"May 13, 2025",The Sinking City Remastered,Frogwares,75%,$39.99,,,Playable,N/A
"May 13, 2025",GeoGuessr Steam Edition,GeoGuessr,22%,Free,,,Verified,N/A
"May 13, 2025",Cash Cleaner Simulator,"Mind Control, Mind Control Games",88%,$14.99,,,Playable,N/A
"May 13, 2025",Usurper,Rogue Brain Studios,87%,$9.99,,,Playable,N/A
"May 13, 2025",古战三国 Ancient War:Three Kingdoms,Ancient War Studios,62%,,,,Unsupported,N/A
"May 13, 2025",Demon city,Demon city,,,,,Unsupported,N/A
"May 13, 2025",Cybersex Chronicles [18+],"Octo Games, Taboo Tales 💘",50%,$9.99,,,Unsupported,N/A
"May 13, 2025",Midnight Survivors: Prologue,MyCompanyName,65%,,,,Unsupported,N/A
"May 13, 2025",Monster Girls and the Mysterious Adventure Remastered Edition,NEKOTOKAGE GAMES,94%,$9.99,,,Playable,N/A
"May 13, 2025",Godsworn,Thunderoak Interactive,93%,$23.99,-20%,,Playable,N/A
"May 13, 2025",WWII Squad Level Land Battles ssp,Mark Ainsworth,100%,Free,,,Unsupported,N/A
"May 13, 2025",GastroRun,Nuatgames,80%,Free,,,Playable,N/A
"May 13, 2025",London 2012: The Official Video Game of the Olympic Games,SEGA Studios Australia,90%,,,,Unsupported,N/A
"May 13, 2025",ウラドラシル,LIGHT Corp.,50%,Free,,,Unsupported,N/A
"May 13, 2025",跳跳大咖,重庆环游者网络科技,63%,,,,Unsupported,N/A
"May 13, 2025",Legend of Heroes: Three Kingdoms,"Beijing Free Wing Culture Technology Co., Ltd.，, Free Wing",89%,$19.99,,,Playable,N/A
"May 13, 2025",Cats Clicker,RazDva Games,,$1.99,,,Unsupported,N/A
"May 13, 2025",Gensokyo Odyssey,"Kronington, The Arctic Union",94%,$4.99,,,Unsupported,N/A
"May 13, 2025",Neon Nova,"Arthuro Game Studios, Oruhtra Game Studios",,Free,,,Playable,N/A
"May 13, 2025",萌宠西游,萌宠西游,83%,,,,Unsupported,N/A
"May 13, 2025",Sex Universe [18+],Octo Games,67%,$9.99,,,Playable,N/A
"May 13, 2025",时之扉,JT Interactive Entertainment,46%,Free,,,Unsupported,N/A
"May 13, 2025",fishTDX,progress,91%,$4.99,,,Unsupported,N/A
"May 13, 2025",CyberCity: SEX Saga,Romantic Room,46%,$9.99,,,Playable,N/A
"May 13, 2025",The beasts of 9500,Dragons,56%,$9.99,,,Unsupported,N/A
"May 13, 2025",Prisoners,Brave Cat Games,71%,$4.99,,,Playable,N/A
"May 13, 2025",Fearful Injection,Tom Büscher,92%,$2.99,,,Playable,N/A
"May 13, 2025",吞噬追踪,梦影幻忆,77%,Free,,,Unsupported,N/A
"May 13, 2025",Omnibullet,Arbitrary Combination,100%,$11.99,,,Playable,N/A
"May 13, 2025",BLACKSHARD,"Enclave, Redlock Studio",92%,$7.99,-20%,,Unsupported,N/A
"May 13, 2025",Devinica,NewOrderFantasySimulations,77%,Free,,,Playable,N/A
"May 13, 2025",Oh Deer,Cozy Cabin Studios,85%,$9.99,,,Playable,N/A
"May 12, 2025",Sainthood,Bisong Taiwo,97%,$9.99,,,Playable,N/A
"May 12, 2025",Wanderstop,Ivy Road,93%,$24.99,,,Verified,N/A
"May 12, 2025",Dunk Dunk,Badgerhammer Limited,88%,$6.99,,,Playable,N/A
"May 10, 2025",Captain Blood,"General Arcade, Seawolf Studio",78%,$24.99,,,Verified,N/A
"May 10, 2025",Tower Dominion,Parallel 45 Games,84%,$17.49,,,Playable,N/A
"May 10, 2025",Never Second in Rome,Alessandro Roberti,75%,$9.99,,,Playable,N/A
"May 10, 2025",The Zhukov Line,Fish Tin Games,98%,Free,,,Playable,N/A
"May 10, 2025",All Aboard! The Train Defense Express,Likadev,90%,$4.99,,,Playable,N/A
"May 10, 2025",Crystal Guardians,Green Pine Studios,92%,$13.99,,,Playable,N/A
"May 10, 2025",IDUN - Frontline Survival,"IDUN Interactive, Runtime Games AB",78%,$14.99,,,Unsupported,N/A
"May 10, 2025",The Deadly Path,"Bees!, Owlskip Enterprises, Sheinman Games, Sunshine Games",53%,$12.99,,,Playable,N/A
"May 10, 2025",Amygdala,Stigma Studios,76%,$6.66,,,Unsupported,N/A
"May 10, 2025",Potion Shop Simulator,"Bird Pals SIA, Pebbles Games",83%,$16.99,,,Unsupported,N/A
"May 10, 2025",Miya,Shanghai SilverMoon Network Technology Co.Ltd,69%,Free,,,Playable,N/A
"May 10, 2025",Furry Sex: Poker 🃏♥️,Furry Tails,77%,$6.99,,,Unsupported,N/A
"May 10, 2025",Descensus,Beryoski,75%,$5.99,,,Playable,N/A
"May 10, 2025",Shadowveil: Legend of The Five Rings,Palindrome Interactive,76%,$24.99,,,Unsupported,N/A
"May 10, 2025",Hire Me!,Mildly Interesting Games,100%,$2.50,,,Playable,N/A
"May 10, 2025",Titan Revenge,Game Hollywood Games,64%,Free,,,Unsupported,N/A
"May 10, 2025",Watch Dogs: Legion,Ubisoft Toronto,57%,$8.99,-85%,,Playable,N/A
"May 10, 2025",Fluffy Store,AsicxArt,96%,$0.59,-70%,,Playable,N/A
"May 10, 2025",Kingdom of Cards,Rubber Duck Games,81%,$11.99,,,Playable,N/A
"May 10, 2025",Monarchy,Brain Seal Ltd,87%,$5.99,-60%,,Verified,N/A
"May 10, 2025",Soulkin,"Tambu Games, Tambù",91%,$9.99,,,Playable,N/A
"May 10, 2025",CastingPlz,Ludens,92%,Free,,,Unsupported,N/A
"May 10, 2025",Angel Perversion,"Deva Games, Hematite",62%,$4.99,,,Unsupported,N/A
"May 10, 2025",Sisyphus Paradox,Unruly Mob,100%,$8.99,,,Playable,N/A
"May 10, 2025",Monster Prom 4: Monster Con,Beautiful Glitch,99%,$14.99,,,Verified,N/A
"May 09, 2025",Disney Villains Cursed Café,"Bloom Digital, Bloom Digital Media",76%,$14.99,,,Verified,N/A
"May 09, 2025",Layup Legends™,Luke Stanback,100%,$9.99,,,Verified,N/A
"May 09, 2025",Wurroom,Michael Rfdshir,93%,,,,Verified,N/A
"May 09, 2025",Disney Illusion Island Starring Mickey & Friends,Dlala Studios,83%,$29.99,,,Verified,N/A
"May 09, 2025",Laundry Simulator : PowerWash It!,SmartPlayGames,92%,$9.99,,,Playable,N/A
"May 09, 2025",Metal Garden,Tinerasoft,98%,$5.99,,,Playable,N/A
"May 09, 2025",Marvel's Spider-Man 2,"Insomniac Games, Nixxes Software",75%,$59.99,,,Verified,N/A
"May 09, 2025",Junkyard Builder,FreeMind S.A.,72%,$14.99,,,Verified,N/A
"May 09, 2025",Surviving Ceres,Ryan Saunders,93%,$7.99,-20%,,Playable,N/A
"May 09, 2025",Jimmy and the Pulsating Mass,Kasey Ozymy,93%,$14.99,,,Playable,N/A
"May 09, 2025",Night Shift Nurses,Shiravune,85%,$15.99,-20%,,Unsupported,N/A
"May 09, 2025",Between IGF Demo,Jason Rohrer,62%,,,,Unsupported,N/A
"May 09, 2025",Viking Frontiers,"BLUM Entertainment, Yggdrasil",62%,$15.99,-20%,,Playable,N/A
"May 09, 2025",KARMA: The Dark World,POLLARD STUDIO LLC,92%,$24.99,,,Verified,N/A
"May 09, 2025",Mosaique Neko Waifus 4,Lil Hentai Games,94%,$2.99,,,Playable,N/A
"May 09, 2025",FreeCell Solitaire Classic Card Game,Classic Card Games Limited,100%,Free,,,Playable,N/A
"May 09, 2025",SCP022,KL GAMES,73%,,,,Playable,N/A
"May 09, 2025",Elementyle,Tagon35,,Free,,,Playable,N/A
"May 09, 2025",Monster Energy Supercross 25 - The Official Video Game,Milestone S.r.l.,51%,$59.99,,,Playable,N/A
"May 09, 2025",Warfare Legacy Collection,Con Artist Games,90%,$9.99,,,Playable,N/A
"May 09, 2025",Medieval Legacy,"Nine To Play, NineToPlay",86%,$14.99,,,Playable,N/A
"May 09, 2025",Locked in Temptation,Loys,53%,$6.99,,,Playable,N/A
"May 09, 2025",コイカツ / Koikatsu Party,ILLUSION,91%,$59.99,,,Playable,N/A
"May 09, 2025",Indecent Desires,Vilelab,64%,$14.99,,,Playable,N/A
"May 09, 2025",Chess Exerciser,Rapid-IT,,$7.99,,,Playable,N/A
"May 09, 2025",Private Military Manager: Tactical Auto Battler,5minlab Corp.,76%,$19.99,,,Playable,N/A
"May 09, 2025",Hentai vs Virus: I Am Waifu,"Animationary, Axyos Games",85%,$2.99,,,Playable,N/A
"May 09, 2025",Alpha Zoo,Alpha Zoo LLC,,$4.99,,,Playable,N/A
"May 09, 2025",S.E.X. Z.O.N.E. ☢️,OneHand Games,53%,$5.99,-40%,,Unsupported,N/A
"May 09, 2025",Hidden Among Thieves,Justin Sallo,,Free,,,Playable,N/A
"May 09, 2025",Sonder,Finally Games,90%,Free,,,Playable,N/A
"May 09, 2025",Wizarre,Flying Cactus Limited,90%,Free,,,Playable,N/A
"May 09, 2025",Witchaven,Capstone Software,87%,$7.99,,,Unsupported,N/A
"May 09, 2025",HARDCODED,Ghost Hug Games,91%,$16.99,,,Playable,N/A
"May 09, 2025",DESOLATIUM,SUPERLUMEN,20%,$14.99,,,Verified,N/A
"May 09, 2025",Pleasure Thieves,Honey Tales Factory,76%,$9.99,,,Playable,N/A
"May 09, 2025",Party PooperZ,Cheese Cracker Games,,Free,,,Verified,N/A
"May 09, 2025",Murim Survival,Sunwood Games,82%,$7.99,,,Playable,N/A
"May 08, 2025",Shotgun Cop Man,DeadToast Entertainment,96%,$9.99,,,Verified,N/A
"May 08, 2025",Pixelshire,Kappa Bits,33%,$19.99,,,Playable,N/A
"May 08, 2025",Indiana Jones and the Great Circle,MachineGames,90%,$69.99,,,Verified,N/A
"May 08, 2025",RIPOUT,Pet Project Games,61%,$19.99,,,Verified,N/A
"May 08, 2025",Magical Girl Clicker,EXAMGAMES,83%,$6.99,,,Playable,N/A
"May 08, 2025",9 Kings,Sad Socket,92%,$14.99,,,Playable,N/A
"May 08, 2025",The Horror at Highrook,"Nullpointer, Nullpointer Games",91%,$19.99,,,Playable,N/A
"May 08, 2025",Nice Day for Fishing,FusionPlay,89%,$19.99,,,Verified,N/A
"May 08, 2025",Keep Driving,YCJY Games,94%,$17.99,,,Verified,N/A
"May 08, 2025",SCP: Control Error,Chieftain Artworks,60%,$2.54,-15%,,Verified,N/A
"May 08, 2025",Desperate Place,BruceGalaxy,75%,$10.99,,,Playable,N/A
"May 08, 2025",The Pasture,Mikhail Maksimov,45%,$0.99,,,Playable,N/A
"May 08, 2025",Rebellion GODSOUL: Awakening,U-Secret Studio,83%,$17.99,,,Playable,N/A
"May 08, 2025",FREERIDE: The Personality Test,Flightyfelon Games Inc.,92%,$19.99,,,Unsupported,N/A
"May 08, 2025",World of Goo 2,"2D BOY, Tomorrow Corporation",89%,$29.99,,,Verified,N/A
"May 08, 2025",Night is Coming,Wild Forest Studio,77%,$24.99,,,Unsupported,N/A
"May 08, 2025",Journey Up,Mechabit,96%,$8.99,,,Playable,N/A
"May 08, 2025",Dreamland,Dokiden,78%,,,,Unsupported,N/A
"May 08, 2025",Wicked Paradise,VEGA Studio,41%,$14.99,,,Unsupported,N/A
"May 08, 2025",Antiyoy,yiotro,87%,$4.99,,,Unsupported,N/A
"May 08, 2025",Mooselutions,"Christopher Wu, Hau Tran, Niall Reynolds, Pixelmancer, Ted Bendixson",100%,$5.99,,,Verified,N/A
"May 08, 2025",Haydee 3,Haydee Interactive,85%,$29.99,,,Playable,N/A
"May 08, 2025",Love & Bitch,ロケット☆ペンギン,62%,$17.99,,,Verified,N/A
"May 08, 2025",Swaying Girl,Wet Girl,89%,$0.99,,,Playable,N/A
"May 08, 2025",No Way Out,JKDL,54%,Free,,,Playable,N/A
"May 08, 2025",Path to Knighthood,Hosted Games,,$6.99,,,Unsupported,N/A
"May 08, 2025",Wild Thaw,Cinder Studio,,Free,,,Playable,N/A
"May 08, 2025",Zoonomaly,LIGHTS ARE OFF LLC,76%,$5.99,,,Playable,N/A
"May 08, 2025",last seen online,Sochin Studio,98%,Free,,,Playable,N/A
"May 08, 2025",Asurya's Embers,"Cohort 32, SMU Guildhall",67%,Free,,,Unsupported,N/A
"May 08, 2025",Memary: Memory of the nameless one,AstralSeal,97%,Free,,,Playable,N/A
"May 08, 2025",The Lost Son,Cross Coder,88%,Free,,,Playable,N/A
"May 08, 2025",UNDERWARD,INTENSE,71%,$7.99,,,Playable,N/A
"May 08, 2025",SubwaySim 2,Simuverse Interactive,83%,$19.99,,,Unsupported,N/A
"May 07, 2025",Conquest Dark,Eldritch Sword Games,92%,$9.99,,,Playable,N/A
"May 07, 2025",Onward and Upward! DX,"KraftPunk, PureKnix, Travis Foster",91%,Free,,,Unsupported,N/A
"May 07, 2025",F1® 25,Codemasters,87%,$59.99,,,Unsupported,N/A
"May 07, 2025",Game of Thrones: Kingsroad,Netmarble Neo,62%,Free,,,Playable,N/A
"May 07, 2025",Smash Girls,18bitStudio,84%,$10.99,,,Playable,N/A
"May 07, 2025",Distant,EtherealPineapple,93%,Free,,,Playable,N/A
"May 07, 2025",Phantom Breaker: Battle Grounds Ultimate,Rocket Panda Games Japan,83%,$24.99,,,Unsupported,N/A
"May 07, 2025",Dark Lord,Undead Fox,92%,Free,,,Playable,N/A
"May 07, 2025",OxRox,FatOx Games,96%,Free,,,Playable,N/A
"May 07, 2025",The Vault,Oridont,75%,Free,,,Playable,N/A
"May 07, 2025",The Dungeon Vendor,Thirty55 Design,45%,$0.99,-50%,,Unsupported,N/A
"May 07, 2025",Faun Town,游乐坊,86%,$10.99,,,Playable,N/A
"May 07, 2025",Reconnecting,"SuperWriter, SuperWriter Games LLC",93%,$4.99,,,Playable,N/A
"May 07, 2025",Mech Builder,Don Pachi,78%,$9.99,,,Playable,N/A
"May 07, 2025",Vertigo Remastered,"Errol Bucy, George Eracleous, Zach Tsiakalis-Brown",92%,$19.99,,,Unsupported,N/A
"May 07, 2025",YonDelver,DeVier,90%,,,,Playable,N/A
"May 07, 2025",Maliki : Poison Of The Past,Blue Banshee,98%,$19.79,-34%,,Playable,N/A
"May 07, 2025",The Showdown Effect: Reloaded,GIII Holdings LLC,84%,Free,,,Unsupported,N/A
"May 07, 2025",Merchants of Rosewall,Big Blue Sky Games,68%,$24.99,,,Playable,N/A
"May 07, 2025",World of Myths,Rebellious Software,84%,,,,Unsupported,N/A
"May 07, 2025",Mythical Mayhem,dragons1ayer studios,96%,$14.99,,,Playable,N/A
"May 07, 2025",The Electrifying Incident: A Monster Mini-Expedition,"Draknek &amp; Friends, Draknek and Friends",94%,$4.99,,,Playable,N/A
"May 07, 2025",SEX OVER 🎮💦,Dirty Adventures 🖤,83%,$9.99,,,Unsupported,N/A
"May 07, 2025",The Thing at the Window,"Two Glass Hams, VladiMatt",45%,Free,,,Unsupported,N/A
"May 07, 2025",Light Gone,"Edward Miller, Ethan Dixon, James M. Scott, James Scott, Joshua Guerra-Dominguez, Valeria Arenas",,Free,,,Playable,N/A
"May 07, 2025","One Iced Latte With Your Breast Milk, Please!","EX-LIZZARD DEVS, Lewd Games Studio, Lewd Girls Studio",77%,$9.99,,,Unsupported,N/A
"May 07, 2025",Among Us 3D,"Innersloth, Innersloth LLC, Schell Games",62%,$9.99,,,Playable,N/A
"May 07, 2025",Mandragora: Whispers of the Witch Tree,Primal Game Studio,67%,$39.99,,,Playable,N/A
"May 07, 2025",Minutescape,Molter,78%,$5.99,,,Playable,N/A
"May 07, 2025",Inverted Angel,SCIKA,91%,$6.99,,,Playable,N/A
"May 07, 2025",Moe! Ninja Girls,NTT Solmare,73%,Free,,,Playable,N/A
"May 07, 2025",Xetanon,CodeThrower,90%,Free,,,Playable,N/A
"May 06, 2025",StarVaders,"Pengonauts, StarVaders Studio, StarVaders Team, Star★Vaders Team",98%,$24.99,,,Playable,N/A
"May 06, 2025",Dead Pixels,CSR-Studios,87%,$2.99,,,Verified,N/A
"May 06, 2025",Nocturnals,Cowboy Toad Games,88%,$7.99,,,Verified,N/A
"May 06, 2025",Splintered,dotMake Studios,96%,$4.99,,,Verified,N/A
"May 06, 2025",Never Split the Party,Legend Studio,76%,Free,,,Verified,N/A
"May 06, 2025",Haunted House Renovator,Image Power S.A.,54%,$19.99,,,Playable,N/A
"May 06, 2025",Wuthering Waves,KURO GAMES,89%,Free,,,Unsupported,N/A
"May 06, 2025",Animated Jigsaw Puzzles,"BluePhoenixGames, Ida",100%,$4.99,,,Playable,N/A
"May 06, 2025",Animals,"Leonel Aimar, neo^k",37%,Free,,,Unsupported,N/A
"May 06, 2025",Skull and Bones,Ubisoft Singapore,67%,$39.99,,,Unsupported,N/A
"May 06, 2025",Nursing Back to Pleasure,Daniels K.,79%,$9.99,,,Playable,N/A
"May 06, 2025",Another Try 2,Hoki Wolf Studio,49%,$6.99,,,Playable,N/A
"May 06, 2025",Secure the Skies,Double Uppercut Games,,,,,Playable,N/A
"May 06, 2025",SUPERCHICOS,Waraní Studios,86%,Free,,,Playable,N/A
"May 06, 2025",Three Twenty One,"B-Side Games, David J. Franco",50%,,,,Unsupported,N/A
"May 06, 2025",PAC-MAN Mega Tunnel Battle: Chomp Champs,Amber Studio,63%,$19.99,,,Playable,N/A
"May 06, 2025",8th Heaven,Cottage Club,79%,$14.99,,,Playable,N/A
"May 06, 2025",LUST Company 👾,Taboo Tales 💘,74%,$9.99,,,Unsupported,N/A
"May 06, 2025",Cyber Story,QuantumCipher,,,,,Playable,N/A
"May 06, 2025",Minotaur Arcade Volume 1,Llamasoft Ltd.,98%,$6.99,,,Unsupported,N/A
"May 06, 2025",Amerzone - The Explorer's Legacy,Microids Studio Paris,92%,$39.99,,,Playable,N/A
"May 06, 2025",Super RPS,BlueExabyte,78%,Free,,,Playable,N/A
"May 06, 2025",Anna The Series Test,AnnaSeries,76%,$10.99,,,Unsupported,N/A
"May 06, 2025",Songs Of Death,"DreamStep, Dreamstep, Wild Kid Games, 熊孩子工作室",85%,$6.99,,,Playable,N/A
"May 06, 2025",Zoochosis,Clapperheads,59%,$24.99,,,Unsupported,N/A
"May 06, 2025",Roce's Journey,聖Rawrence,84%,Free,,,Playable,N/A
"May 06, 2025",Wandering Duelist,"Alex Gerassimov, WDuelist",70%,Free,,,Playable,N/A
"May 06, 2025",Rogue Loops,Fubu Games,77%,$14.99,,,Playable,N/A
"May 05, 2025",ButtKnight,"Critical Bliss, Goblin Stew",91%,$9.99,,,Playable,N/A
"May 05, 2025",Coridden,Aftnareld,90%,$14.99,-25%,,Verified,N/A
"May 05, 2025",Elroy and the Aliens,Motiviti,97%,$17.99,,,Verified,N/A
"May 05, 2025",Hauntii,"Moonloop Games, Moonloop Games LLC",91%,$19.99,,,Verified,N/A
"May 03, 2025",Noxious Weeds,Solar Eclipse Games,81%,$4.99,,,Verified,N/A
"May 03, 2025",Farming,Shameless Farm Games Studio,41%,Free,,,Playable,N/A
"May 03, 2025",Too Many Cooks,Dr Jammy Games,100%,$4.99,,,Unsupported,N/A
"May 03, 2025",Hauntsville,Michael Janisch,70%,$15.19,-20%,,Unsupported,N/A
"May 03, 2025",A NOT Troll Game,Garanty Studios,76%,$0.99,,,Verified,N/A
"May 03, 2025",Conversation With A Rock,Samuel Leigh,88%,Free,,,Playable,N/A
"May 03, 2025",Lost Skies,Bossa Studios,70%,$24.99,,,Unsupported,N/A
"May 03, 2025",Tenno,Resurge Games FZ-LLC,79%,Free,,,Unsupported,N/A
"May 03, 2025",Revelatio,"Guild, Guild Studio",94%,$10.99,,,Playable,N/A
"May 03, 2025",Lottery Center Simulator,CHEN YUANJI,,,,,Playable,N/A
"May 03, 2025",Future Love Space Machine,Ripened Peach Entertainment,71%,$14.99,,,Playable,N/A
"May 03, 2025",Empyreal,Silent Games,69%,$29.99,,,Playable,N/A
"May 03, 2025",Projekt: Passion - Season 2,Classy Lemon,94%,$11.99,,,Playable,N/A
"May 03, 2025",Undying Flower,Calcatz,100%,$9.99,,,Verified,N/A
"May 03, 2025",Thearchy,Sean Marty,,Free,,,Playable,N/A
"May 03, 2025",WEED,CUTE ANIME GIRLS,55%,$1.99,,,Playable,N/A
"May 03, 2025",We Were Here,Total Mayhem Games,90%,Free,,,Playable,N/A
"May 03, 2025",Super Words,G Boson Interactive,100%,$4.99,,,Playable,N/A
"May 03, 2025",Skyward Extraction,Naughty Clogs,90%,$9.99,,,Playable,N/A
"May 03, 2025",Pretty Girls Panic! PLUS,Zoo Corporation,50%,$4.99,,,Playable,N/A
"May 03, 2025",Cowgirl Trainer,Noxurtica,93%,,,,Playable,N/A
"May 03, 2025",Technotopia,"Yustas, Yustas Games Studio",86%,$4.99,,,Playable,N/A
"May 03, 2025",Reigning,MDD Games,64%,Free,,,Playable,N/A
"May 03, 2025",Breakthru,Jan Buta,63%,$14.99,,,Playable,N/A
"May 03, 2025",Academy Love Saga: Tennis Angels EX,Tora Creatives,88%,$9.99,,,Playable,N/A
"May 03, 2025",Dreamslayer,Swinburne VE - ICT,90%,Free,,,Playable,N/A
"May 03, 2025",Evil V Evil,Toadman Interactive,75%,$19.99,,,Unsupported,N/A
"May 03, 2025",Portal Fantasy,Portal Fantasy,75%,$19.99,,,Playable,N/A
"May 03, 2025",Trophy Hunt,Muddy Creek Games,,Free,,,Playable,N/A
"May 03, 2025",THE WARRIORLOCK,Fellstrike Games,72%,$1.99,,,Playable,N/A
"May 03, 2025",Manor Madness,Apericot Studio,88%,Free,,,Playable,N/A
"May 03, 2025",Monument Valley 2,ustwo games,92%,$7.99,,,Verified,N/A
"May 03, 2025",Tenebris: Terra Incognita,Phantasmica Studios,90%,$19.99,,,Playable,N/A
"May 03, 2025",Strip Card Duel,Succubella Games,66%,$4.99,,,Playable,N/A
"May 03, 2025",Back,MYSTERY CROWN,79%,$6.99,,,Playable,N/A
"May 03, 2025",Neighbors: Suburban Warfare,Invisible Walls,64%,$9.99,,,Unsupported,N/A
"May 03, 2025",Twisted Sails,Heatwave Studios,78%,,,,Playable,N/A
"May 03, 2025",1000 Cuts: Jomaku,"Banjo Toad Studio, BanjoToadStudio",85%,Free,,,Playable,N/A
"May 03, 2025",Girls Overboard,AGL studios,61%,,,,Playable,N/A
"May 03, 2025",FATAL FURY: City of the Wolves,"SNK, SNK CORPORATION",83%,$59.99,,,Playable,N/A
"May 02, 2025",Poly Plaza,"Victor Game Studio, Victor's Game Venture",57%,Free,,,Playable,N/A
"May 02, 2025",Dolls Nest,NITRO PLUS,86%,$19.99,,,Playable,N/A
"May 02, 2025",Castle Craft,Twin Earth,90%,$19.99,,,Playable,N/A
"May 02, 2025",SONOKUNI,DON YASA CREW,100%,$14.99,,,Verified,N/A
"May 02, 2025",Chess Opening Repertoire Builder,BRANE,86%,Free,,,Playable,N/A
